car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarBrand_alfa-romero,CarBrand_audi,CarBrand_bmw,CarBrand_buick,CarBrand_chevrolet,CarBrand_dodge,CarBrand_honda,CarBrand_isuzu,CarBrand_jaguar,CarBrand_mazda,CarBrand_mercury,CarBrand_mitsubishi,CarBrand_nissan,CarBrand_peugeot,CarBrand_plymouth,CarBrand_porsche,CarBrand_renault,CarBrand_saab,CarBrand_subaru,CarBrand_toyota,CarBrand_volkswagen,CarBrand_volvo,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,cluster
21,0.4,chevrolet vega 2300,0.272413793103448,0.2641791044776123,0.2750000000000003,0.3500000000000001,0.1633048875096974,0.1676300578034681,0.3499999999999998,0.4143646408839778,0.1733333333333333,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.0456596678157317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
26,0.6000000000000001,dodge colt hardtop,0.2448275862068967,0.2417910447761198,0.2916666666666669,0.2333333333333338,0.1943366951124903,0.1676300578034681,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0493262300219367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
27,0.6000000000000001,dodge colt (sw),0.2448275862068967,0.2417910447761198,0.2916666666666669,0.2333333333333338,0.1943366951124903,0.1676300578034681,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0780633030397994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
29,0.2,dodge dart custom,0.5758620689655172,0.5,0.3583333333333334,0.9999999999999996,0.4061287820015515,0.3526011560693641,0.5714285714285714,0.6077348066298343,0.0999999999999999,0.2515723270440251,0.4594594594594592,0.4399999999999999,0.4117647058823529,0.1191789407709182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
42,0.4,honda civic,0.3413793103448275,0.5119402985074628,0.4083333333333341,0.5249999999999999,0.3789759503491078,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.3333333333333333,0.8918918918918917,0.4399999999999999,0.3529411764705882,0.2452836101535568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
44,0.4,isuzu MU-X,0.2655172413793103,0.4417910447761191,0.125,0.4750000000000001,0.3293250581846392,0.2890173410404624,0.55,0.4806629834254143,0.0999999999999999,0.1886792452830188,0.3513513513513513,0.4399999999999999,0.3823529411764705,0.0522406769037919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
45,0.6000000000000001,isuzu D-Max ,0.272413793103448,0.2208955223880599,0.2750000000000003,0.3500000000000001,0.1497284716834755,0.1676300578034681,0.3499999999999998,0.4143646408839778,0.1733333333333333,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.1190379191476026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
46,0.4,isuzu D-Max V-Cross,0.272413793103448,0.2208955223880599,0.2750000000000003,0.3500000000000001,0.1633048875096974,0.1676300578034681,0.3499999999999998,0.4143646408839778,0.1733333333333333,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.1190379191476026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
54,0.6000000000000001,mazda rx-4,0.2241379310344826,0.383582089552239,0.3250000000000002,0.5249999999999999,0.1772692009309542,0.1734104046242774,0.3499999999999998,0.4364640883977901,0.1333333333333333,0.1257861635220125,0.4594594594594592,0.72,0.6470588235294118,0.0494202444374804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
55,0.6000000000000001,mazda glc deluxe,0.2241379310344826,0.383582089552239,0.3250000000000002,0.5249999999999999,0.1792086889061287,0.1734104046242774,0.3857142857142859,0.4364640883977901,0.1333333333333333,0.1257861635220125,0.4594594594594592,0.72,0.6470588235294118,0.0713569413976809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
